41581.725496456	Load R1	0	0	0
41581.73714626	Load R11	0	0	0
41581.739532746	Load C1	0	0	0
41581.740436517	Load R16	0	0	0
41581.740777893	Load R15	0	0	0
41581.741522536	Load R17	0	0	0
41581.741866164	Load R18	0	0	0
41581.742196293	Load I2	0	0	0
41581.742594832	Load C12	0	0	0
41581.743218746	Load C13	0	0	0
41581.743818104	Load C14	0	0	0
41581.744154079	Load C17	0	0	0
41581.744476897	Load C18	0	0	0
41581.744815227	Load C19	0	0	0
41581.74516344	Load C20	0	0	0
41581.746155547	PV_Load R1	0	0	0
41581.79451019	PV_Load R11	0	0	0
41581.797929175	PV_Load R15	0	0	0
41581.802359509	PV_Load R16	0	0	0
41581.806624922	PV_Load R17	0	0	0
41581.809158944	PV_Load R18	0	0	0
41581.810898381	PV_Load I2	0	0	0
41581.813478646	PV_Load C1	0	0	0
41581.815836745	PV_Load C12	0	0	0
41581.817928416	PV_Load C13	0	0	0
41581.820425717	PV_Load C14	0	0	0
41581.82367662	PV_Load C17	0	0	0
41581.826526147	PV_Load C18	0	0	0
41581.829473485	PV_Load C19	0	0	0
41581.906443106	PV_Load C20	0.0	0.0	0
41582.966111591	Load R11	14.25	4.683748	0.9872651709132355
41583.005956706	Load R17	33.25	10.928746	0
41583.016142603	Load C12	18.0	8.717798	0
41583.273059951	PV_Load C20	0.0	0.0	0.9705913769891893
41583.373074883	Load C13	18.0	8.717798	0
41583.478655371	PV_Load R1	0.0	0.0	0
41583.49938851	PV_Load R15	0.0	0.0	0
41583.542879887	PV_Load R11	0.0	0.0	0.9805523456779851
41583.727776916	PV_Load C12	0.0	0.0	0.9415332883696318
41583.738814392	Load C17	22.5	10.897247	0.9668191675429557
41583.757312758	Load C18	7.2	3.487119	0.9670893802081926
41583.763458251	PV_Load C19	0.0	0.0	0.9662497319937748
41583.810583651	Load C20	7.2	3.487119	0.9662856733099134
41583.822944641	PV_Load R18	0.0	0.0	0.9708548863139629
41583.829647695	PV_Load C13	0.0	0.0	0
41583.842329517	PV_Load I2	0.0	0.0	0
41583.851516476	Load R15	49.4	16.236995	0
41583.854764146	PV_Load C1	0.0	0.0	0
41583.864560503	PV_Load R16	0.0	0.0	0
41583.873876263	Load C19	14.4	6.974238	0
41583.878804806	PV_Load C14	0.0	0.0	0
41583.880942714	Load R16	52.25	17.173744	0
41583.908343571	Load R18	44.65	14.675745	0
41583.914390506	Load I2	85.0	52.678269	0
41583.924079179	Load C1	108.0	52.306787	0
