CMDLINE python cigre_pv_example.py --with-pv --optimize --optimize-cycle=3 --optimizer=pi --pp-cycle=0
MEM 1.484375 1557016068.5310
MEM 12.859375 1557016068.6313
MEM 19.898438 1557016068.7317
MEM 29.644531 1557016068.8319
MEM 35.609375 1557016068.9322
MEM 36.035156 1557016069.0325
MEM 36.964844 1557016069.1328
MEM 49.492188 1557016069.2331
MEM 57.125000 1557016069.3335
MEM 62.261719 1557016069.4338
MEM 83.714844 1557016069.5341
MEM 87.535156 1557016069.6344
MEM 96.847656 1557016069.7347
MEM 112.320312 1557016069.8351
MEM 123.132812 1557016069.9354
MEM 125.046875 1557016070.0358
MEM 127.496094 1557016070.1361
MEM 130.792969 1557016070.2363
MEM 131.750000 1557016070.3367
MEM 131.753906 1557016070.4371
MEM 131.777344 1557016070.5375
MEM 136.679688 1557016070.6378
MEM 140.660156 1557016070.7381
MEM 143.363281 1557016070.8387
MEM 145.914062 1557016070.9391
MEM 145.914062 1557016071.0395
MEM 146.066406 1557016071.1399
MEM 146.167969 1557016071.2403
MEM 146.441406 1557016071.3406
MEM 146.617188 1557016071.4410
MEM 146.757812 1557016071.5413
MEM 147.058594 1557016071.6416
MEM 147.121094 1557016071.7419
MEM 147.605469 1557016071.8422
MEM 151.636719 1557016071.9425
MEM 152.152344 1557016072.0429
MEM 152.152344 1557016072.1433
MEM 152.152344 1557016072.2436
MEM 152.152344 1557016072.3440
MEM 152.152344 1557016072.4445
MEM 152.152344 1557016072.5449
MEM 152.152344 1557016072.6453
MEM 152.269531 1557016072.7457
MEM 152.820312 1557016072.8460
MEM 153.097656 1557016072.9465
MEM 153.097656 1557016073.0469
MEM 157.488281 1557016073.1473
MEM 159.792969 1557016073.2477
MEM 159.792969 1557016073.3481
MEM 159.792969 1557016073.4484
MEM 159.792969 1557016073.5487
MEM 159.792969 1557016073.6494
MEM 159.792969 1557016073.7498
MEM 162.093750 1557016073.8501
MEM 162.898438 1557016073.9504
MEM 163.621094 1557016074.0509
MEM 164.339844 1557016074.1512
MEM 165.031250 1557016074.2515
MEM 171.113281 1557016074.3518
MEM 171.433594 1557016074.4522
MEM 172.578125 1557016074.5528
MEM 176.023438 1557016074.6532
MEM 175.941406 1557016074.7535
MEM 175.667969 1557016074.8538
MEM 178.082031 1557016074.9541
MEM 180.734375 1557016075.0544
MEM 181.921875 1557016075.1549
MEM 184.000000 1557016075.2552
MEM 181.992188 1557016075.3555
MEM 181.941406 1557016075.4559
MEM 179.707031 1557016075.5562
MEM 178.386719 1557016075.6566
MEM 178.386719 1557016075.7571
MEM 178.386719 1557016075.8574
MEM 178.382812 1557016075.9577
MEM 178.382812 1557016076.0581
MEM 177.875000 1557016076.1585
MEM 177.765625 1557016076.2590
MEM 177.136719 1557016076.3594
MEM 177.132812 1557016076.4597
MEM 176.886719 1557016076.5600
MEM 176.886719 1557016076.6605
MEM 176.886719 1557016076.7608
MEM 176.886719 1557016076.8611
MEM 176.886719 1557016076.9615
MEM 176.886719 1557016077.0618
MEM 176.886719 1557016077.1623
MEM 176.886719 1557016077.2626
MEM 176.886719 1557016077.3629
MEM 176.886719 1557016077.4633
MEM 176.886719 1557016077.5636
MEM 176.890625 1557016077.6641
MEM 176.890625 1557016077.7645
MEM 176.890625 1557016077.8648
MEM 176.890625 1557016077.9653
MEM 176.890625 1557016078.0658
MEM 176.890625 1557016078.1663
MEM 176.890625 1557016078.2666
MEM 176.894531 1557016078.3671
MEM 176.894531 1557016078.4674
MEM 176.894531 1557016078.5678
MEM 176.894531 1557016078.6682
MEM 176.894531 1557016078.7687
MEM 176.894531 1557016078.8691
MEM 176.894531 1557016078.9695
MEM 176.894531 1557016079.0700
MEM 176.894531 1557016079.1703
MEM 176.894531 1557016079.2706
MEM 176.894531 1557016079.3709
MEM 176.894531 1557016079.4714
MEM 176.894531 1557016079.5717
